AccountID,BillingID,BillingDate,MRR_Amount,SubscriptionTier,AddonUsageSpend
ACC-2097,INV-B2B-800641,2025-05-17,199.0,Starter Cloud,150
ACC-2181,INV-B2B-801207,2025-05-17,249.0,Growth Suite,50
ACC-2059,INV-B2B-800374,2025-05-18,549.0,Growth Suite,350
ACC-2297,INV-B2B-802016,2025-05-18,199.0,Starter Cloud,150
ACC-2359,INV-B2B-802421,2025-05-18,849.0,Professional Platform,350
ACC-2115,INV-B2B-800763,2025-05-18,249.0,Growth Suite,50
ACC-2177,INV-B2B-801186,2025-05-18,649.0,Professional Platform,150
ACC-2039,INV-B2B-800233,2025-05-18,549.0,Professional Platform,50
ACC-2032,INV-B2B-800190,2025-05-18,499.0,Professional Platform,0
ACC-2179,INV-B2B-801196,2025-05-18,549.0,Growth Suite,350
ACC-2220,INV-B2B-801472,2025-05-18,349.0,Growth Suite,150
ACC-2345,INV-B2B-802347,2025-05-18,199.0,Starter Cloud,150
ACC-2236,INV-B2B-801576,2025-05-18,649.0,Professional Platform,150
ACC-2235,INV-B2B-801574,2025-05-18,499.0,Professional Platform,0
ACC-2106,INV-B2B-800696,2025-05-18,99.0,Starter Cloud,50
ACC-2221,INV-B2B-801481,2025-05-18,199.0,Growth Suite,0
ACC-2291,INV-B2B-801973,2025-05-19,74.0,Starter Cloud,25
ACC-2195,INV-B2B-801302,2025-05-19,99.0,Starter Cloud,50
ACC-2295,INV-B2B-802001,2025-05-19,849.0,Professional Platform,350
ACC-2256,INV-B2B-801718,2025-05-19,549.0,Professional Platform,50
ACC-2323,INV-B2B-802211,2025-05-19,74.0,Starter Cloud,25
ACC-2163,INV-B2B-801086,2025-05-19,49.0,Starter Cloud,0
ACC-2055,INV-B2B-800340,2025-05-19,499.0,Professional Platform,0
ACC-2208,INV-B2B-801389,2025-05-19,549.0,Growth Suite,350
ACC-2319,INV-B2B-802188,2025-05-19,1540.0,Enterprise Unlimited,50
ACC-2086,INV-B2B-800563,2025-05-19,1640.0,Enterprise Unlimited,150
ACC-2372,INV-B2B-802522,2025-05-19,399.0,Starter Cloud,350
ACC-2126,INV-B2B-800844,2025-05-19,199.0,Starter Cloud,150
ACC-2282,INV-B2B-801906,2025-05-19,49.0,Starter Cloud,0
ACC-2076,INV-B2B-800505,2025-05-20,549.0,Growth Suite,350
ACC-2014,INV-B2B-800092,2025-05-20,199.0,Starter Cloud,150
ACC-2038,INV-B2B-800225,2025-05-20,74.0,Starter Cloud,25
ACC-2344,INV-B2B-802337,2025-05-20,99.0,Starter Cloud,50
ACC-2201,INV-B2B-801341,2025-05-20,524.0,Professional Platform,25
ACC-2368,INV-B2B-802486,2025-05-20,249.0,Growth Suite,50
ACC-2144,INV-B2B-800955,2025-05-20,74.0,Starter Cloud,25
ACC-2243,INV-B2B-801628,2025-05-20,224.0,Growth Suite,25
ACC-2108,INV-B2B-800709,2025-05-21,224.0,Growth Suite,25
ACC-2121,INV-B2B-800808,2025-05-21,499.0,Professional Platform,0
ACC-2135,INV-B2B-800892,2025-05-21,524.0,Professional Platform,25
ACC-2102,INV-B2B-800670,2025-05-21,99.0,Starter Cloud,50
ACC-2340,INV-B2B-802312,2025-05-21,199.0,Starter Cloud,150
ACC-2276,INV-B2B-801850,2025-05-21,549.0,Growth Suite,350
ACC-2087,INV-B2B-800572,2025-05-21,199.0,Growth Suite,0
ACC-2147,INV-B2B-800987,2025-05-21,349.0,Growth Suite,150
ACC-2343,INV-B2B-802331,2025-05-21,549.0,Professional Platform,50
ACC-2338,INV-B2B-802301,2025-05-21,249.0,Growth Suite,50
ACC-2174,INV-B2B-801162,2025-05-21,49.0,Starter Cloud,0
ACC-2352,INV-B2B-802382,2025-05-21,399.0,Starter Cloud,350
ACC-2203,INV-B2B-801353,2025-05-21,524.0,Professional Platform,25
ACC-2225,INV-B2B-801517,2025-05-21,399.0,Starter Cloud,350
ACC-2214,INV-B2B-801426,2025-05-22,349.0,Growth Suite,150
ACC-2057,INV-B2B-800352,2025-05-22,74.0,Starter Cloud,25
ACC-2172,INV-B2B-801144,2025-05-22,849.0,Professional Platform,350
ACC-2169,INV-B2B-801124,2025-05-22,99.0,Starter Cloud,50
ACC-2278,INV-B2B-801871,2025-05-22,349.0,Growth Suite,150
ACC-2022,INV-B2B-800138,2025-05-22,99.0,Starter Cloud,50
ACC-2316,INV-B2B-802168,2025-05-22,199.0,Starter Cloud,150
ACC-2110,INV-B2B-800723,2025-05-22,549.0,Professional Platform,50
ACC-2211,INV-B2B-801404,2025-05-22,74.0,Starter Cloud,25
ACC-2111,INV-B2B-800729,2025-05-22,224.0,Growth Suite,25
ACC-2084,INV-B2B-800554,2025-05-22,74.0,Starter Cloud,25
ACC-2262,INV-B2B-801759,2025-05-22,349.0,Growth Suite,150
ACC-2184,INV-B2B-801229,2025-05-23,224.0,Growth Suite,25
ACC-2301,INV-B2B-802047,2025-05-23,349.0,Growth Suite,150
ACC-2047,INV-B2B-800278,2025-05-23,99.0,Starter Cloud,50
ACC-2003,INV-B2B-800027,2025-05-23,199.0,Starter Cloud,150
ACC-2292,INV-B2B-801980,2025-05-23,249.0,Growth Suite,50
ACC-2263,INV-B2B-801768,2025-05-23,49.0,Starter Cloud,0
ACC-2049,INV-B2B-800294,2025-05-23,349.0,Growth Suite,150
ACC-2216,INV-B2B-801441,2025-05-23,1640.0,Enterprise Unlimited,150
ACC-2050,INV-B2B-800300,2025-05-23,199.0,Growth Suite,0
ACC-2113,INV-B2B-800747,2025-05-23,549.0,Professional Platform,50
ACC-2283,INV-B2B-801915,2025-05-23,349.0,Growth Suite,150
ACC-2068,INV-B2B-800450,2025-05-23,399.0,Starter Cloud,350
ACC-2175,INV-B2B-801173,2025-05-24,199.0,Growth Suite,0
ACC-2128,INV-B2B-800856,2025-05-24,199.0,Growth Suite,0
ACC-2124,INV-B2B-800828,2025-05-24,199.0,Starter Cloud,150
ACC-2093,INV-B2B-800609,2025-05-24,499.0,Professional Platform,0
ACC-2015,INV-B2B-800096,2025-05-24,1640.0,Enterprise Unlimited,150
ACC-2060,INV-B2B-800384,2025-05-24,349.0,Growth Suite,150
ACC-2395,INV-B2B-802677,2025-05-24,1490.0,Enterprise Unlimited,0
ACC-2268,INV-B2B-801807,2025-05-24,49.0,Starter Cloud,0
ACC-2044,INV-B2B-800258,2025-05-24,49.0,Starter Cloud,0
ACC-2187,INV-B2B-801253,2025-05-24,849.0,Professional Platform,350
ACC-2228,INV-B2B-801537,2025-05-25,199.0,Growth Suite,0
ACC-2369,INV-B2B-802496,2025-05-25,249.0,Growth Suite,50
ACC-2036,INV-B2B-800217,2025-05-25,199.0,Starter Cloud,150
ACC-2159,INV-B2B-801064,2025-05-25,399.0,Starter Cloud,350
ACC-2375,INV-B2B-802550,2025-05-25,249.0,Growth Suite,50
ACC-2133,INV-B2B-800883,2025-05-25,549.0,Growth Suite,350
ACC-2331,INV-B2B-802258,2025-05-25,549.0,Growth Suite,350
ACC-2074,INV-B2B-800498,2025-05-25,649.0,Professional Platform,150
ACC-2341,INV-B2B-802318,2025-05-25,49.0,Starter Cloud,0
ACC-2377,INV-B2B-802564,2025-05-25,399.0,Starter Cloud,350
ACC-2052,INV-B2B-800319,2025-05-25,849.0,Professional Platform,350
ACC-2391,INV-B2B-802657,2025-05-25,249.0,Growth Suite,50
ACC-2242,INV-B2B-801620,2025-05-26,199.0,Starter Cloud,150
ACC-2170,INV-B2B-801131,2025-05-26,399.0,Starter Cloud,350
ACC-2095,INV-B2B-800627,2025-05-26,49.0,Starter Cloud,0
ACC-2067,INV-B2B-800443,2025-05-26,499.0,Professional Platform,0
ACC-2165,INV-B2B-801095,2025-05-26,349.0,Growth Suite,150
ACC-2309,INV-B2B-802122,2025-05-26,549.0,Growth Suite,350
ACC-2396,INV-B2B-802685,2025-05-26,399.0,Starter Cloud,350
ACC-2362,INV-B2B-802443,2025-05-26,74.0,Starter Cloud,25
ACC-2118,INV-B2B-800790,2025-05-26,399.0,Starter Cloud,350
ACC-2090,INV-B2B-800588,2025-05-26,224.0,Growth Suite,25
ACC-2026,INV-B2B-800156,2025-05-26,99.0,Starter Cloud,50
ACC-2116,INV-B2B-800775,2025-05-26,399.0,Starter Cloud,350
ACC-2307,INV-B2B-802104,2025-05-27,199.0,Growth Suite,0
ACC-2130,INV-B2B-800867,2025-05-27,74.0,Starter Cloud,25
ACC-2189,INV-B2B-801264,2025-05-27,849.0,Professional Platform,350
ACC-2000,INV-B2B-800007,2025-05-27,549.0,Growth Suite,350
ACC-2017,INV-B2B-800108,2025-05-27,849.0,Professional Platform,350
ACC-2217,INV-B2B-801448,2025-05-27,524.0,Professional Platform,25
ACC-2327,INV-B2B-802233,2025-05-27,499.0,Professional Platform,0
ACC-2281,INV-B2B-801895,2025-05-27,224.0,Growth Suite,25
ACC-2227,INV-B2B-801529,2025-05-27,74.0,Starter Cloud,25
ACC-2061,INV-B2B-800392,2025-05-27,74.0,Starter Cloud,25
ACC-2286,INV-B2B-801934,2025-05-27,399.0,Starter Cloud,350
ACC-2119,INV-B2B-800798,2025-05-27,199.0,Growth Suite,0
ACC-2382,INV-B2B-802615,2025-05-27,1540.0,Enterprise Unlimited,50
ACC-2290,INV-B2B-801966,2025-05-28,849.0,Professional Platform,350
ACC-2247,INV-B2B-801665,2025-05-28,499.0,Professional Platform,0
ACC-2158,INV-B2B-801055,2025-05-28,549.0,Professional Platform,50
ACC-2151,INV-B2B-801012,2025-05-28,199.0,Starter Cloud,150
ACC-2324,INV-B2B-802218,2025-05-28,849.0,Professional Platform,350
ACC-2355,INV-B2B-802399,2025-05-28,199.0,Growth Suite,0
ACC-2378,INV-B2B-802573,2025-05-28,549.0,Growth Suite,350
ACC-2114,INV-B2B-800755,2025-05-28,1515.0,Enterprise Unlimited,25
ACC-2376,INV-B2B-802558,2025-05-29,49.0,Starter Cloud,0
ACC-2285,INV-B2B-801924,2025-05-29,199.0,Starter Cloud,150
ACC-2240,INV-B2B-801604,2025-05-29,549.0,Professional Platform,50
ACC-2269,INV-B2B-801814,2025-05-29,249.0,Growth Suite,50
ACC-2304,INV-B2B-802074,2025-05-29,499.0,Professional Platform,0
ACC-2078,INV-B2B-800521,2025-05-29,249.0,Growth Suite,50
ACC-2166,INV-B2B-801098,2025-05-29,199.0,Growth Suite,0
ACC-2308,INV-B2B-802115,2025-05-29,549.0,Growth Suite,350
ACC-2370,INV-B2B-802508,2025-05-29,49.0,Starter Cloud,0
ACC-2091,INV-B2B-800597,2025-05-29,1540.0,Enterprise Unlimited,50
ACC-2277,INV-B2B-801860,2025-05-29,49.0,Starter Cloud,0
ACC-2112,INV-B2B-800739,2025-05-29,649.0,Professional Platform,150
ACC-2002,INV-B2B-800020,2025-05-30,49.0,Starter Cloud,0
ACC-2058,INV-B2B-800363,2025-05-30,649.0,Professional Platform,150
ACC-2320,INV-B2B-802193,2025-05-30,199.0,Growth Suite,0
ACC-2366,INV-B2B-802467,2025-05-30,524.0,Professional Platform,25
ACC-2069,INV-B2B-800458,2025-05-30,1540.0,Enterprise Unlimited,50
ACC-2191,INV-B2B-801275,2025-05-30,399.0,Starter Cloud,350
ACC-2162,INV-B2B-801078,2025-05-30,349.0,Growth Suite,150
ACC-2374,INV-B2B-802540,2025-05-30,349.0,Growth Suite,150
ACC-2186,INV-B2B-801246,2025-05-30,99.0,Starter Cloud,50
ACC-2173,INV-B2B-801152,2025-05-30,349.0,Growth Suite,150
ACC-2209,INV-B2B-801394,2025-05-30,524.0,Professional Platform,25
ACC-2379,INV-B2B-802584,2025-05-30,399.0,Starter Cloud,350
ACC-2071,INV-B2B-800472,2025-05-31,49.0,Starter Cloud,0
ACC-2381,INV-B2B-802605,2025-05-31,224.0,Growth Suite,25
ACC-2245,INV-B2B-801642,2025-05-31,549.0,Growth Suite,350
ACC-2349,INV-B2B-802366,2025-05-31,524.0,Professional Platform,25
ACC-2062,INV-B2B-800400,2025-05-31,549.0,Growth Suite,350
ACC-2261,INV-B2B-801751,2025-05-31,199.0,Growth Suite,0
ACC-2318,INV-B2B-802184,2025-05-31,199.0,Growth Suite,0
ACC-2266,INV-B2B-801788,2025-05-31,224.0,Growth Suite,25
ACC-2019,INV-B2B-800117,2025-05-31,399.0,Starter Cloud,350
ACC-2070,INV-B2B-800466,2025-05-31,349.0,Growth Suite,150
ACC-2353,INV-B2B-802391,2025-05-31,399.0,Starter Cloud,350
ACC-2021,INV-B2B-800129,2025-06-01,249.0,Growth Suite,50
ACC-2257,INV-B2B-801728,2025-06-01,249.0,Growth Suite,50
ACC-2048,INV-B2B-800286,2025-06-01,849.0,Professional Platform,350
ACC-2105,INV-B2B-800688,2025-06-01,199.0,Starter Cloud,150
ACC-2246,INV-B2B-801654,2025-06-01,199.0,Starter Cloud,150
ACC-2101,INV-B2B-800659,2025-06-01,349.0,Growth Suite,150
ACC-2035,INV-B2B-800206,2025-06-01,99.0,Starter Cloud,50
ACC-2351,INV-B2B-802377,2025-06-01,1640.0,Enterprise Unlimited,150
ACC-2312,INV-B2B-802146,2025-06-02,74.0,Starter Cloud,25
ACC-2279,INV-B2B-801877,2025-06-02,399.0,Starter Cloud,350
ACC-2145,INV-B2B-800967,2025-06-02,499.0,Professional Platform,0
ACC-2129,INV-B2B-800860,2025-06-02,549.0,Growth Suite,350
ACC-2241,INV-B2B-801612,2025-06-02,524.0,Professional Platform,25
ACC-2034,INV-B2B-800199,2025-06-02,399.0,Starter Cloud,350
ACC-2383,INV-B2B-802624,2025-06-02,549.0,Professional Platform,50
ACC-2029,INV-B2B-800180,2025-06-02,849.0,Professional Platform,350
ACC-2192,INV-B2B-801285,2025-06-02,349.0,Growth Suite,150
ACC-2008,INV-B2B-800051,2025-06-02,499.0,Professional Platform,0
ACC-2132,INV-B2B-800876,2025-06-02,199.0,Growth Suite,0
ACC-2063,INV-B2B-800412,2025-06-02,349.0,Growth Suite,150
ACC-2027,INV-B2B-800165,2025-06-02,249.0,Growth Suite,50
ACC-2334,INV-B2B-802275,2025-06-02,99.0,Starter Cloud,50
ACC-2150,INV-B2B-801003,2025-06-02,99.0,Starter Cloud,50
ACC-2167,INV-B2B-801105,2025-06-02,1540.0,Enterprise Unlimited,50
ACC-2045,INV-B2B-800265,2025-06-02,399.0,Starter Cloud,350
ACC-2302,INV-B2B-802052,2025-06-03,99.0,Starter Cloud,50
ACC-2365,INV-B2B-802460,2025-06-03,399.0,Starter Cloud,350
ACC-2182,INV-B2B-801216,2025-06-03,199.0,Starter Cloud,150
ACC-2079,INV-B2B-800529,2025-06-03,99.0,Starter Cloud,50
ACC-2204,INV-B2B-801363,2025-06-03,199.0,Starter Cloud,150
ACC-2168,INV-B2B-801114,2025-06-03,649.0,Professional Platform,150
ACC-2077,INV-B2B-800513,2025-06-03,524.0,Professional Platform,25
ACC-2041,INV-B2B-800239,2025-06-03,74.0,Starter Cloud,25
ACC-2303,INV-B2B-802063,2025-06-03,549.0,Growth Suite,350
ACC-2299,INV-B2B-802029,2025-06-03,199.0,Growth Suite,0
ACC-2222,INV-B2B-801491,2025-06-03,199.0,Growth Suite,0
ACC-2388,INV-B2B-802643,2025-06-03,224.0,Growth Suite,25
ACC-2094,INV-B2B-800619,2025-06-03,249.0,Growth Suite,50
ACC-2138,INV-B2B-800915,2025-06-03,499.0,Professional Platform,0
ACC-2103,INV-B2B-800676,2025-06-03,224.0,Growth Suite,25
ACC-2386,INV-B2B-802633,2025-06-04,99.0,Starter Cloud,50
ACC-2197,INV-B2B-801317,2025-06-04,499.0,Professional Platform,0
ACC-2267,INV-B2B-801797,2025-06-04,249.0,Growth Suite,50
ACC-2335,INV-B2B-802282,2025-06-04,1515.0,Enterprise Unlimited,25
ACC-2030,INV-B2B-800184,2025-06-04,74.0,Starter Cloud,25
ACC-2153,INV-B2B-801022,2025-06-04,49.0,Starter Cloud,0
ACC-2148,INV-B2B-800994,2025-06-05,199.0,Growth Suite,0
ACC-2361,INV-B2B-802434,2025-06-05,349.0,Growth Suite,150
ACC-2024,INV-B2B-800146,2025-06-05,249.0,Growth Suite,50
ACC-2012,INV-B2B-800081,2025-06-05,224.0,Growth Suite,25
ACC-2156,INV-B2B-801042,2025-06-05,399.0,Starter Cloud,350
ACC-2305,INV-B2B-802084,2025-06-06,499.0,Professional Platform,0
ACC-2001,INV-B2B-800015,2025-06-06,224.0,Growth Suite,25
ACC-2089,INV-B2B-800581,2025-06-06,1515.0,Enterprise Unlimited,25
ACC-2176,INV-B2B-801181,2025-06-06,49.0,Starter Cloud,0
ACC-2239,INV-B2B-801595,2025-06-06,849.0,Professional Platform,350
ACC-2152,INV-B2B-801018,2025-06-06,549.0,Growth Suite,350
ACC-2161,INV-B2B-801072,2025-06-06,499.0,Professional Platform,0
ACC-2011,INV-B2B-800072,2025-06-06,49.0,Starter Cloud,0
ACC-2249,INV-B2B-801680,2025-06-06,49.0,Starter Cloud,0
ACC-2237,INV-B2B-801582,2025-06-07,499.0,Professional Platform,0
ACC-2230,INV-B2B-801551,2025-06-07,524.0,Professional Platform,25
ACC-2384,INV-B2B-802627,2025-06-07,549.0,Professional Platform,50
ACC-2146,INV-B2B-800978,2025-06-07,499.0,Professional Platform,0
ACC-2294,INV-B2B-801998,2025-06-07,349.0,Growth Suite,150
ACC-2190,INV-B2B-801267,2025-06-08,49.0,Starter Cloud,0
ACC-2117,INV-B2B-800785,2025-06-08,549.0,Growth Suite,350
ACC-2272,INV-B2B-801828,2025-06-08,74.0,Starter Cloud,25
ACC-2364,INV-B2B-802453,2025-06-08,1490.0,Enterprise Unlimited,0
ACC-2293,INV-B2B-801991,2025-06-09,224.0,Growth Suite,25
ACC-2053,INV-B2B-800323,2025-06-09,849.0,Professional Platform,350
ACC-2180,INV-B2B-801199,2025-06-09,649.0,Professional Platform,150
ACC-2317,INV-B2B-802176,2025-06-09,399.0,Starter Cloud,350
ACC-2122,INV-B2B-800815,2025-06-10,199.0,Growth Suite,0
ACC-2178,INV-B2B-801191,2025-06-10,349.0,Growth Suite,150
ACC-2206,INV-B2B-801373,2025-06-11,1840.0,Enterprise Unlimited,350
ACC-2259,INV-B2B-801739,2025-06-11,199.0,Growth Suite,0
ACC-2231,INV-B2B-801557,2025-06-11,499.0,Professional Platform,0
ACC-2085,INV-B2B-800562,2025-06-11,74.0,Starter Cloud,25
ACC-2033,INV-B2B-800194,2025-06-12,849.0,Professional Platform,350
ACC-2313,INV-B2B-802151,2025-06-12,224.0,Growth Suite,25
ACC-2056,INV-B2B-800345,2025-06-12,499.0,Professional Platform,0
ACC-2081,INV-B2B-800541,2025-06-12,549.0,Professional Platform,50
ACC-2273,INV-B2B-801836,2025-06-12,399.0,Starter Cloud,350
ACC-2265,INV-B2B-801782,2025-06-12,549.0,Growth Suite,350
ACC-2287,INV-B2B-801943,2025-06-12,349.0,Growth Suite,150
ACC-2136,INV-B2B-800896,2025-06-12,249.0,Growth Suite,50
ACC-2311,INV-B2B-802135,2025-06-13,99.0,Starter Cloud,50
ACC-2207,INV-B2B-801383,2025-06-13,849.0,Professional Platform,350
ACC-2260,INV-B2B-801743,2025-06-13,199.0,Growth Suite,0
ACC-2073,INV-B2B-800489,2025-06-14,549.0,Growth Suite,350
ACC-2200,INV-B2B-801334,2025-06-14,99.0,Starter Cloud,50
ACC-2157,INV-B2B-801049,2025-06-14,399.0,Starter Cloud,350
ACC-2219,INV-B2B-801465,2025-06-14,99.0,Starter Cloud,50
ACC-2109,INV-B2B-800715,2025-06-14,224.0,Growth Suite,25
ACC-2185,INV-B2B-801235,2025-06-14,74.0,Starter Cloud,25
ACC-2009,INV-B2B-800060,2025-06-14,1490.0,Enterprise Unlimited,0
ACC-2134,INV-B2B-800889,2025-06-14,199.0,Starter Cloud,150
ACC-2028,INV-B2B-800172,2025-06-14,499.0,Professional Platform,0
ACC-2289,INV-B2B-801957,2025-06-14,199.0,Starter Cloud,150
ACC-2193,INV-B2B-801292,2025-06-14,99.0,Starter Cloud,50
ACC-2054,INV-B2B-800331,2025-06-14,349.0,Growth Suite,150
ACC-2155,INV-B2B-801031,2025-06-14,199.0,Starter Cloud,150
ACC-2051,INV-B2B-800308,2025-06-14,399.0,Starter Cloud,350
ACC-2274,INV-B2B-801842,2025-06-14,399.0,Starter Cloud,350
ACC-2310,INV-B2B-802129,2025-06-14,549.0,Growth Suite,350
ACC-2139,INV-B2B-800923,2025-06-14,549.0,Professional Platform,50
ACC-2336,INV-B2B-802288,2025-06-14,49.0,Starter Cloud,0
ACC-2223,INV-B2B-801498,2025-06-14,99.0,Starter Cloud,50
ACC-2390,INV-B2B-802654,2025-06-15,399.0,Starter Cloud,350
ACC-2326,INV-B2B-802229,2025-06-15,99.0,Starter Cloud,50
ACC-2255,INV-B2B-801709,2025-06-15,199.0,Starter Cloud,150
ACC-2306,INV-B2B-802091,2025-06-15,199.0,Growth Suite,0
ACC-2199,INV-B2B-801326,2025-06-15,349.0,Growth Suite,150
ACC-2280,INV-B2B-801886,2025-06-15,74.0,Starter Cloud,25
ACC-2215,INV-B2B-801434,2025-06-15,74.0,Starter Cloud,25
ACC-2213,INV-B2B-801420,2025-06-15,74.0,Starter Cloud,25
ACC-2330,INV-B2B-802249,2025-06-15,349.0,Growth Suite,150
ACC-2020,INV-B2B-800121,2025-06-15,549.0,Growth Suite,350
ACC-2043,INV-B2B-800249,2025-06-15,349.0,Growth Suite,150
ACC-2300,INV-B2B-802035,2025-06-15,549.0,Professional Platform,50
ACC-2315,INV-B2B-802162,2025-06-15,399.0,Starter Cloud,350
ACC-2137,INV-B2B-800903,2025-06-15,249.0,Growth Suite,50
ACC-2025,INV-B2B-800152,2025-06-15,649.0,Professional Platform,150
ACC-2010,INV-B2B-800066,2025-06-15,549.0,Professional Platform,50
ACC-2350,INV-B2B-802375,2025-06-15,649.0,Professional Platform,150
ACC-2238,INV-B2B-801585,2025-06-15,499.0,Professional Platform,0
ACC-2212,INV-B2B-801414,2025-06-15,399.0,Starter Cloud,350
ACC-2252,INV-B2B-801695,2025-06-16,349.0,Growth Suite,150
ACC-2373,INV-B2B-802531,2025-06-16,549.0,Growth Suite,350
ACC-2288,INV-B2B-801950,2025-06-16,49.0,Starter Cloud,0
ACC-2064,INV-B2B-800419,2025-06-16,549.0,Growth Suite,350
ACC-2196,INV-B2B-801309,2025-06-16,199.0,Growth Suite,0
ACC-2399,INV-B2B-802698,2025-06-16,1515.0,Enterprise Unlimited,25
ACC-2181,INV-B2B-801206,2025-06-16,249.0,Growth Suite,50
ACC-2393,INV-B2B-802669,2025-06-16,1515.0,Enterprise Unlimited,25
ACC-2097,INV-B2B-800640,2025-06-16,74.0,Starter Cloud,25
ACC-2218,INV-B2B-801457,2025-06-16,499.0,Professional Platform,0
ACC-2360,INV-B2B-802428,2025-06-16,49.0,Starter Cloud,0
ACC-2140,INV-B2B-800933,2025-06-16,99.0,Starter Cloud,50
ACC-2072,INV-B2B-800479,2025-06-16,349.0,Growth Suite,150
ACC-2251,INV-B2B-801688,2025-06-16,849.0,Professional Platform,350
ACC-2380,INV-B2B-802593,2025-06-16,249.0,Growth Suite,50
ACC-2088,INV-B2B-800580,2025-06-16,399.0,Starter Cloud,350
ACC-2367,INV-B2B-802477,2025-06-16,649.0,Professional Platform,150
ACC-2065,INV-B2B-800429,2025-06-16,199.0,Growth Suite,0
ACC-2224,INV-B2B-801510,2025-06-16,399.0,Starter Cloud,350
ACC-2236,INV-B2B-801575,2025-06-17,649.0,Professional Platform,150
ACC-2235,INV-B2B-801573,2025-06-17,499.0,Professional Platform,0
ACC-2032,INV-B2B-800189,2025-06-17,849.0,Professional Platform,350
ACC-2177,INV-B2B-801185,2025-06-17,524.0,Professional Platform,25
ACC-2220,INV-B2B-801471,2025-06-17,199.0,Growth Suite,0
ACC-2039,INV-B2B-800232,2025-06-17,524.0,Professional Platform,25
ACC-2115,INV-B2B-800762,2025-06-17,349.0,Growth Suite,150
ACC-2106,INV-B2B-800695,2025-06-17,99.0,Starter Cloud,50
ACC-2221,INV-B2B-801480,2025-06-17,349.0,Growth Suite,150
ACC-2297,INV-B2B-802015,2025-06-17,199.0,Starter Cloud,150
ACC-2059,INV-B2B-800373,2025-06-17,549.0,Growth Suite,350
ACC-2359,INV-B2B-802420,2025-06-17,549.0,Professional Platform,50
ACC-2229,INV-B2B-801545,2025-06-17,549.0,Growth Suite,350
ACC-2179,INV-B2B-801195,2025-06-17,199.0,Growth Suite,0
ACC-2345,INV-B2B-802346,2025-06-17,49.0,Starter Cloud,0
ACC-2282,INV-B2B-801905,2025-06-18,199.0,Starter Cloud,150
ACC-2323,INV-B2B-802210,2025-06-18,49.0,Starter Cloud,0
ACC-2256,INV-B2B-801717,2025-06-18,649.0,Professional Platform,150
ACC-2142,INV-B2B-800945,2025-06-18,549.0,Professional Platform,50
ACC-2195,INV-B2B-801301,2025-06-18,49.0,Starter Cloud,0
ACC-2126,INV-B2B-800843,2025-06-18,49.0,Starter Cloud,0
ACC-2291,INV-B2B-801972,2025-06-18,74.0,Starter Cloud,25
ACC-2163,INV-B2B-801085,2025-06-18,49.0,Starter Cloud,0
ACC-2055,INV-B2B-800339,2025-06-18,499.0,Professional Platform,0
ACC-2319,INV-B2B-802187,2025-06-18,1515.0,Enterprise Unlimited,25
ACC-2208,INV-B2B-801388,2025-06-18,199.0,Growth Suite,0
ACC-2295,INV-B2B-802000,2025-06-18,849.0,Professional Platform,350
ACC-2234,INV-B2B-801567,2025-06-18,99.0,Starter Cloud,50
ACC-2372,INV-B2B-802521,2025-06-18,74.0,Starter Cloud,25
ACC-2392,INV-B2B-802666,2025-06-19,849.0,Professional Platform,350
ACC-2014,INV-B2B-800091,2025-06-19,99.0,Starter Cloud,50
ACC-2298,INV-B2B-802023,2025-06-19,399.0,Starter Cloud,350
ACC-2342,INV-B2B-802324,2025-06-19,549.0,Growth Suite,350
ACC-2201,INV-B2B-801340,2025-06-19,549.0,Professional Platform,50
ACC-2270,INV-B2B-801820,2025-06-19,249.0,Growth Suite,50
ACC-2144,INV-B2B-800954,2025-06-19,74.0,Starter Cloud,25
ACC-2038,INV-B2B-800224,2025-06-19,99.0,Starter Cloud,50
ACC-2243,INV-B2B-801627,2025-06-19,224.0,Growth Suite,25
ACC-2368,INV-B2B-802485,2025-06-19,199.0,Growth Suite,0
ACC-2174,INV-B2B-801161,2025-06-20,199.0,Starter Cloud,150
ACC-2321,INV-B2B-802201,2025-06-20,199.0,Growth Suite,0
ACC-2087,INV-B2B-800571,2025-06-20,224.0,Growth Suite,25
ACC-2102,INV-B2B-800669,2025-06-20,74.0,Starter Cloud,25
ACC-2397,INV-B2B-802692,2025-06-20,1840.0,Enterprise Unlimited,350
ACC-2340,INV-B2B-802311,2025-06-20,49.0,Starter Cloud,0
ACC-2276,INV-B2B-801849,2025-06-20,199.0,Growth Suite,0
ACC-2338,INV-B2B-802300,2025-06-20,224.0,Growth Suite,25
ACC-2352,INV-B2B-802381,2025-06-20,399.0,Starter Cloud,350
ACC-2121,INV-B2B-800807,2025-06-20,849.0,Professional Platform,350
ACC-2203,INV-B2B-801352,2025-06-20,524.0,Professional Platform,25
ACC-2147,INV-B2B-800986,2025-06-20,224.0,Growth Suite,25
ACC-2225,INV-B2B-801516,2025-06-20,49.0,Starter Cloud,0
ACC-2343,INV-B2B-802330,2025-06-20,849.0,Professional Platform,350
ACC-2108,INV-B2B-800708,2025-06-20,199.0,Growth Suite,0
ACC-2135,INV-B2B-800891,2025-06-20,849.0,Professional Platform,350
ACC-2316,INV-B2B-802167,2025-06-21,399.0,Starter Cloud,350
ACC-2172,INV-B2B-801143,2025-06-21,649.0,Professional Platform,150
ACC-2057,INV-B2B-800351,2025-06-21,99.0,Starter Cloud,50
